Cod. Pptal,Nombre Rubro,Tipo,Tipo gasto,Cod FUT,Fuentes Rec,Uni Eje,Sit Fondos,Vigencia,Fondo Local,Cod Gastos,Cod CGR,Cod Recurso,OER,CDA,Vig. Gasto,Fin. Gasto,Uni Ejec,Ent Recip,Codigo SIA,Clase pago SIA,Banco Pagos,Fuente recursos,Sectores inversion,Cod Cabildos,Fuente Cabildos
2103020608,8 PROGRAMA AGROPECUARIO ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,8.3 SUBPROGRAMA CONSTRUCCIÓN Y MANTENIMIENTO DE DISTRITOS DE RIEGO Y ADECUACIÓN DE TIERRAS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,8.3.1 construcción de distritos de riego interveredales para mejorar la calidad de los productos a fin de que puedan ser competitivos se obtenga mayores ganacias para los productores,D,INVERSION,38,1,C,C,,,,2.3.04.01.02.05,10,13,49,1,70443,7,1.10E+14,C2J,,,FF10,,,
2.10E+11,8.5 SUBPROGRAMA ASISTENCIA TÉCNICA RURAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,8.5.2 programas y proyectos de asistencia tecnica directa rural,D,INVERSION,38,1,C,C,,,,2.3.04.01.02.05,10,13,49,1,70443,7,1.10E+14,C2J,,,FF10,,,
2.10E+11,8.6 SUB PROGRAMA ASISTENCIA TÉCNICA AGROPECUARIA DIRECTA RURAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,8.6.1 pago de personal vinculado a la asistencia técnica agropecuaria directa rural,D,INVERSION,38,1,C,C,,,,2.3.03.03.01.03,10,13,49,1,70443,7,1.10E+14,C2J,,,FF10,,,
2103020609,9 PROGRAMA TRANSPORTE ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,9.2 SUB PROGRAMA MEJORAMIENTO DE VIAS MUNICIPALES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,9.2.2 mantenimiento de la red vial municipal,D,INVERSION,38,1,C,C,,,,2.3.01.01.03.33,10,13,39,1,70443,7,1.10E+14,C2H,,,FF10,,,
2.10E+11,9.15 SUB PROGRAMA MEJORAMIENTO DE VÍAS MUNICIPALES CON RECURSOS DE SUPERÁVIT ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,9.15.1 mantenimiento de la red vial municipal,D,INVERSION,37,1,C,C,,,,2.3.01.01.03.33,10,47,39,1,70443,7,1.10E+14,C2H,,,FF10,,,
2103020610,10 PROGRAMA AMBIENTAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,10.1 SUBPROGRAMA ADQUISICIÓN Y CONSERVACIÓN DE ÁREAS DE INTERÉS PARA ACUEDUCTOS MUNICIPALES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,10.1.8 conservación protección restauración y aprovechamietno de recursos natuales y del medio ambiente ,D,INVERSION,38,1,C,C,,,,2.3.01.01.03.07,10,13,18,1,7055,7,1.10E+14,C2F,,,FF10,,,
2.10E+13,10.1.9 adquisición de predios de reserva hidrica y zonas de reserva naturales ,D,INVERSION,38,1,C,C,,,,2.3.01.01.02.01,10,13,17,1,7055,7,1.10E+14,C2F,,,FF10,,,
2.10E+11,10.15 SUBPROGRAMA MANEJO Y APROVECHAMIENTO DE CUENCAS Y MICROCUENCAS HÍDRICAS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,10.15.8 conservación protección restauración y aprovechamiento de recursos naturales y del medio ambiente,D,INVERSION,37,1,C,C,,,,2.3.01.01.03.07,10,47,18,1,7055,7,1.10E+14,C2F,,,FF10,,,
2103020612,12 PREVENCION Y ATENCION DE DESASTRES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,12.16 SUB PROGRAMA PREVENCIÓN Y ATENCIÓN DE DESASTRES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,12.16.1 programa de prevencion y atencion de desastres,D,INVERSION,38,1,C,C,,,,2.3.03.02.55,10,13,83,1,7109,7,1.10E+14,C2L,,,FF10,,,
2.10E+13,12.16.2 programa de apoyo al equipo bomberil,D,INVERSION,38,1,C,C,,,,2.3.03.02.55,10,13,83,1,7032,7,1.10E+14,C2L,,,FF10,,,
2103020613,13 PROGRAMA PROMOCION DEL DESARROLLO ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,13.16 SUB PROGRAMA PROCESOS DE PRODUCCIÒN DISTRIBUCIÓN Y COMERCIALIZACIÓN Y ACCESO A FUENTES DE FINANCIACIÓN ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,13.16.1 procesos de producciòn distribución y comercialización y acceso a fuentes de financiación,D,INVERSION,38,1,C,C,,,,2.3.03.01.98,10,13,99,1,7109,7,1.10E+14,C2L,,,FF10,,,
2103020614,14 ATENCION A GRUPOS VULNERABLES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,14.2 SUBPROGRAMA PROTECCÍÓN INTEGRAL A LA NIÑEZ ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,14.2.41 celebración del día del niño,D,INVERSION,38,1,C,C,,,,2.3.03.02.25,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.2.42 capacitación a la comunidad del municipio a fin de socializar los derechos de los niños y niñas evitando que sean maltratados abusados torturados explotados laboralmente o vinculados a la g,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.2.43 promocionar la práctica de la lactancia materna en niños y niñas menores a tres eses mediante la implementación de campañas en todo el municipio,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.2.44 programa para la celebración del día internacional de los derechos humanos,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.2.45 realizar convenios con el cehani para la atención de la población infantil,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.2.46 hogar de paso hogar gestor y hogar sustituto,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+11,14.3 SUBPROGRAMA PROTECCÍÓN INTEGRAL A LA ADOLESCENCIA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,14.3.4 prevenir el consumo de sustancias alucinogenas en la poblacion juvenil mediante capacitaciones,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.3.5 programa responsabilidad penal de adolescentes – inclusión de menores en centros transitorios ley 1098 de 2006,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+11,14.5 SUBPROGRAMA ATENCIÓN Y APOYO AL MADRES / PADRES CABEZA DE HOGAR ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,14.5.43 apoyo a hogares comunitarios y madres fami,D,INVERSION,38,1,C,C,,,,2.3.03.02.13,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.5.44 atención a la primera infancia,D,INVERSION,38,1,C,C,,,,2.3.03.02.09,10,13,28,1,7104,7,1.10E+14,C2K,,,FF10,,,
2.10E+11,14.6 SUBPROGRAMA ATENCIÓN Y APOYO A LA POBLACIÓN DESPLAZADA POR LA VIOLENCIA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,14.6.34 diseñar programas anuales para la atención del desplazado en sus tres fases: prevención y protección atención humanitaria de emergencia y estabilización socioeconómica,D,INVERSION,38,1,C,C,,,,2.3.03.02.98,10,13,28,1,7109,7,1.10E+14,C2K,,,FF10,,,
2.10E+13,14.6.35 gestion social de la poblacion desplazada ,D,INVERSION,38,1,C,C,,,,2.3.03.02.98,10,13,28,1,7109,7,1.10E+14,C2K,,,FF10,,,
2.10E+11,14.7 SUBPROGRAMA DE DISCAPACIDAD ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,14.7.4 asistencia población con discapacidad,D,INVERSION,38,1,C,C,,,,2.3.03.02.11,10,13,28,1,71012,7,1.10E+14,C2K,,,FF10,,,
2.10E+11,14.8 SUBPROGRAMA DE ATENCIÓN Y APOYO A LOS RESGUARDOS INDIGENAS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,14.8.4 asistencia técnica institucional a integrantes de resguardos indigenas ,D,INVERSION,38,1,C,C,,,,2.3.03.02.98,10,13,28,1,7109,7,1.10E+14,C2K,,,FF10,,,
2103020616,16 DESARROLLO COMUNITARIO ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,16.1 SUB PROGRAMA PROYECTOS ENCAMINADOS AL DESARROLLO DE LA COMUNIDAD ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,16.1.4 coordinación de programas sociales,D,INVERSION,38,1,C,C,,,,2.3.03.02.98,10,13,54,1,7109,7,1.10E+14,C2L,,,FF10,,,
2103020617,17 FORTALECIMIENTO INSTITUCIONAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,17.2 SUB PROGRAMA FORTALECIMIENTO DE LA GESTIÓN ADMINISTRATIVA MUNICIPAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,17.2.4 programas de capacitación y asistencia técnica orientados al desarrollo eficiente de las competencias de ley,D,INVERSION,38,1,C,C,,,,2.3.05.04,10,13,66,1,7109,7,1.10E+14,C2G,,,FF10,,,
2.10E+13,17.2.5 formulación del plan de desarrollo municipal,D,INVERSION,38,1,C,C,,,,2.3.05.04,10,13,66,1,7109,7,1.10E+14,C2G,,,FF10,,,
2.10E+11,17.5 FINANCIACIÓN DE ACUERDOS DE RESTRUCTURACIÓN DE PASIVOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,17.5.2pasivo con entidades públicas y de seguridad social,D,INVERSION,38,1,S,S,,,,2.3.05.02.01.03,10,13,107,1,70131,,,,,,,,,
2103020618,18 JUSTICIA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,18.1 SUB PROGRAMA FINANCIACION DE INSPECCIONES DE POLICIA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,18.1.1 funcionamiento y fortalecimiento de la inspecciones de policia,D,INVERSION,38,1,C,C,,,,2.3.03.03.01.01,10,13,78,1,7036,7,1.10E+14,C2L,,,FF10,,,
2.10E+11,18.3 SUB PROGRAMA FINANCIACION DE LA COMISARIA DE FAMILIA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,18.3.1 funcionamiento y fortalecimiento de la comisaria de familia,D,INVERSION,38,1,C,C,,,,2.3.03.03.01.01,10,13,78,1,7036,7,1.10E+14,C2L,,,FF10,,,
2103020625,25 SERVICIO DE LA DEUDA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,25.1 SUB PROGRAMA SERVICIO DE LA DEUDA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,25.1.1 abono a capital,D,SERVICIO_DEUDA,38,1,C,C,,,,2.4.02.01.01,10,13,98,1,7017,7,1.10E+14,B1,,,FF10,,,
2.10E+13,25.1.2 pago de intereses,D,SERVICIO_DEUDA,38,1,C,C,,,,2.4.02.02.01,10,13,98,1,7017,7,1.10E+14,B1,,,FF10,,,
210303,C3 INVERSION RECURSOS PROPIOS DE DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
21030301,1 PROGRAMA EDUCACION ,M,,,,,,,,,,,,,,,,,,,,,,,
2103030110,1.10 SUB PROGRAMA ALIMENTACIÓN ESCOLAR ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,1.10.3 otros gastos asociados a alimentación escolar con recursos de capital,D,INVERSION,47,1,C,C,,,,2.3.06.02.09,10,40,2,1,7098,7,1.10E+14,C1,,,FF10,,,
21030303,3 PROGRAMA AGUA POTABLE Y SANEAMIENTO BASICO ,M,,,,,,,,,,,,,,,,,,,,,,,
2103030303,3.3 SUBPROGRAMA SERVICICIO DE ASEO ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,3.3.4 diseño e implantación de esquemas organizacionales para la administración y operación del servicio público de aseo ,D,INVERSION,47,1,C,C,,,,2.3.04.02.98,10,40,23,1,7051,7,1.10E+14,C1,,,FF10,,,
21030305,5 PROGRAMA CULTURA ,M,,,,,,,,,,,,,,,,,,,,,,,
2103030501,5.1 SUB PROGRAMA FOMENTO Y DIFUSIÓN DE EVENTOS Y EXPRESIONES ARTÍSTICAS Y CULTURALES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,5.1.2 financiación de programas de fomento y estimulo a la cultura del municipio con recursos de estampilla pro cultura,D,INVERSION,18,1,C,C,,,,2.3.03.02.25,10,3,48,1,7082,7,1.10E+14,C1,,,FF1,,,
2103030509,5.9 SUBPROGRAMA PAGO DE INSTRUCTORES Y BIBLIOTECOLOGOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,5.9.1 pago de bibliotecologos,D,INVERSION,18,1,C,C,,,,2.3.03.02.25,10,19,48,1,7082,7,1.10E+14,C1,,,FF1,,,
2103030512,5.12.1 seguridad social del creador y gestor cultural,D,INVERSION,,,,C,ACTUAL,,,2.3.03.02.25,10,19,48,1,7082,7,1.10E+14,,,,,,,
21030306,6 SERVICIOS PUBLICOS DIFERENTES A ACUEDUCTO ALCANTARILLADO Y ASEO ,M,,,,,,,,,,,,,,,,,,,,,,,
2103030603,6.3 SUBPROGRAMA SERVICIO DE ALUMBRADO PÚBLICO ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,6.3.1 pago de convenios o contratos de suministro de energía electrica para el servicio de alumbrado público,D,INVERSION,18,1,C,C,,,,2.3.01.01.03.55,10,19,86,1,70435,7,1.10E+14,C1,,,FF1,,,
2.10E+11,6.3.4 programas de mantenimiento y expansión del servicio de alumbrado público.,D,INVERSION,18,1,C,C,,,,2.3.01.01.03.55,10,19,86,1,70435,7,1.10E+14,C1,,,FF1,,,
2103030605,6.5 SUBPROGRAMA CONSTRUCCIÓN ADECUACIÓN Y MANTENIMIENTO DE INFRAESTRUCTURA DE SERVICIOS PÚBLICOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,6.5.1 construcción adecuación y mantenimiento de infraestructura de servicios públicos,D,INVERSION,18,1,C,C,,,,2.3.01.01.03.55,10,19,86,1,70443,7,1.10E+14,C1,,,FF1,,,
2103030606,6.6 SUB PROGRAMA ENERGÍA MAYASQUER ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,6.6.1 servicio público de energía en el sector de mayasquer,D,INVERSION,18,1,C,C,,,,2.3.01.01.03.55,10,47,86,1,70435,7,1.10E+14,C1,,,FF1,,,
21030312,12 PREVENCION Y ATENCION DE DESASTRES ,M,,,,,,,,,,,,,,,,,,,,,,,
2103031216,12.16 SUB PROGRAMA PREVENCIÓN Y ATENCIÓN DE DESASTRES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,12.16.3 creación y apoyo al equipo bomberil con recursos de sobretasa bomberil,D,INVERSION,18,1,C,C,,,,2.3.03.02.55,10,19,83,1,7032,7,1.10E+14,C1,,,FF1,,,
21030314,14 PROGRAMA ATENCION A GRUPOS VULNERABLES ,M,,,,,,,,,,,,,,,,,,,,,,,
2103031404,14.4 SUBPROGRAMA ATENCIÓN Y APOYO AL ADULTO MAYOR ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,14.4.44 dotación funcionamiento y desarrollo de programas de prevención y promoción de los centros de bienestar del anciano y centro de vida para la tercera edad con recursos de estampilla pro ancian,D,INVERSION,18,1,C,C,,,,2.3.03.02.07,10,3,28,1,7102,7,1.10E+14,C1,,,FF1,,,
21030315,15 PROGRAMA EQUIPAMIENTO ,M,,,,,,,,,,,,,,,,,,,,,,,
2103031504,15.4 SUBPROGRAMA CONSTRUCCIÓN DE BIENES DE BENEFICIO Y USO PÚBLICO CON RECURSOS DE ESTAMPILLA PRO DESARROLLO ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,15.4.1 construcción de plazas de mercado mataderos cementerios y mobiliarios del espacio publico,D,INVERSION,18,1,C,C,,,,2.3.01.01.01.17,10,47,99,1,70443,7,1.10E+14,C1,,,FF1,,,
2.10E+11,15.4.2 construcción y/o expansión de la red de alumbrado publico en el sector urbano,D,INVERSION,18,1,C,C,,,,2.3.01.01.03.55,10,47,86,1,70435,7,1.10E+14,C1,,,FF1,,,
21030317,17 PROGRAMA FORTALECIMIENTO INSTITUCIONAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2103031705,17.5 SUBPROGRAMA ACUERDOS DE PAGO DE PASIVOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,17.5.4 fondo municipal de pensiones financiado con recursos de fonpet 20% estampillas,D,INVERSION,18,1,C,C,,,,2.3.05.02.01.03,10,19,66,1,70131,7,1.10E+14,C1,,,FF1,,,
21030318,18 PROGRAMA SECTOR JUSTICIA ,M,,,,,,,,,,,,,,,,,,,,,,,
2103031804,18.4 SUB PROGRAMA FONDO DE SEGURIDAD CIUDADANA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,18.4.6 inversiones del fondo de seguridad ciudadana - ley 1106 de 2006,D,INVERSION,18,1,C,C,,,,2.3.03.02.49,10,7,78,1,7036,7,1.10E+14,C1,,,FF1,,,
210305,C5 INVERSION RECURSOS DE DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
21030501,1 PROGRAMA EDUCACION ,M,,,,,,,,,,,,,,,,,,,,,,,
2103050102,1.2 SUB PROGRAMA CALIDAD EDUCATIVA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,1.2.3 PROGRAMAS DE CONSTRUCCIÓN MANTENIMIENTO Y MEJORAMIENTO DE INFRAESTRUCTURA EDUCATIVA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,1.2.3.6 fnr – 0020061160000 aumento de la cobertura mediante la construcción de infraestructura educativa en las ie divino niño construcción de seis (6) aulas y adecuación entrada ie josé antonio l,D,INVERSION,27,1,C,C,,,,2.3.01.01.01.49,10,19,2,1,70443,7,1.10E+14,C3,,,FF10,,,
21030504,4 PROGRAMA DEPORTE ,M,,,,,,,,,,,,,,,,,,,,,,,
2103050401,4.1 SUBPROGRAMA FOMENTO DESARROLLO Y PRÁCTICA DEL DEPORTE LA RECREACIÓN Y EL APROVECHAMIENTO DEL TIEMPO LIBRE ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,4.1.1 fomento desarrollo y práctica del deporte la recreación y el aprovechamiento del tiempo libre con recursos del iva al tabaco,D,INVERSION,18,1,C,C,,,,2.3.03.02.47,10,14,70,1,7081,7,1.10E+14,,,,,,,
2103050402,4.2. SUBPROGRAMA CONSTRUCCION MANTENIMIENTO Y/O ADECUACION DE ESCENARIOS DEPORTIVOS Y RECREATIVOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,4.2.1. fonade - construcción escenario deportivo casa del pensamiento en el resguardo indígena del gran cumbal municipio de cumbal nariño,D,INVERSION,18,1,S,S,,,,2.3.01.01.03.51,10,19,70,1,70443,7,1.10E+14,,,,,,,
21030506,6 PROGRAMA SERVICIOS PUBLICOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2103050602,6.2 SUB PROGRAMA ENERGÍA MAYASQUER ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,6.2.1 servicio público de energía en el sector de mayasquer ,D,INVERSION,51,1,C,C,,,,2.3.01.01.01.55,10,19,86,1,7064,7,1.10E+14,C3,,,FF10,,,
21030507,7 PROGRAMA VIVIENDA ,M,,,,,,,,,,,,,,,,,,,,,,,
2103050705,7.5 SUBPROGRAMA PLANES Y PROYECTOS PARA ADQUISICION Y/O CONSTRUCCION DE VIVIENDA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,7.5.1 programas de vivienda urbana,D,INVERSION,38,1,C,C,,,,2.3.01.01.01.59,10,37,95,1,7066,7,1.10E+14,,,,,,,
21030509,9 PROGRAMA TRANSPORTE ,M,,,,,,,,,,,,,,,,,,,,,,,
2103050904,9.4 SUB PROGRAMA MANTENIMIENTO VIAL MUNICIPAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,9.4.2 fnr – 1104130000 mejoramiento mediante adoquinamiento de 270 metros lineales de la vía al cementerio vereda quillismal municipio de cumbal,D,INVERSION,27,1,C,C,,,,2.3.01.01.01.33,10,19,39,1,7045101,7,1.10E+14,C3,,,FF7,,,
2.10E+11,9.4.3 invias - convenio 2301 de 2011 – construcción puente rio guita corregimiento de miraflores,D,INVERSION,27,1,C,C,,,,2.3.01.01.01.33,10,19,39,1,7045101,7,1.10E+14,C3,,,FF7,,,
2.10E+11,9.4.4 invias - convenio 3578 de 2011 – mejoramiento de la red vial terciaria del municipio de cumbal,D,INVERSION,27,1,C,C,,,,2.3.01.01.03.33,10,19,39,1,7045101,7,1.10E+14,C3,,,FF7,,,
2.10E+11,9.4.5 gobernacion: mantenimiento mejoramiento rehabilitacion de las vias en el municipio de cumbal: cumbal-chiles sector cumbal-panan cumbal-carlosama y las vias terciarias chota-cuetial alto y c,D,INVERSION,54,1,C,C,,,,2.3.01.01.03.33,10,19,39,1,7045101,7,1.10E+14,,,,,,,
2.10E+11,9.4.6 invias 1776 – mantenimiento y mejoramiento de la vía chota – puetial,D,INVERSION,,,,S,ACTUAL,,,2.3.01.01.01.33,10,19,39,1,7045101,7,1.10E+14,,,,,,,
2.10E+11,9.4.7 invias1777 – mantenimiento y mejoramiento de la vía cumbal – la laguna – miraflores,D,INVERSION,,,,S,ACTUAL,,,2.3.01.01.01.33,10,19,39,1,7045101,7,1.10E+14,,,,,,,
2.10E+11,9.4.8 invias 2334 - mantenimiento y mejoramiento de la vía km 4 – la boyera,D,INVERSION,,,,S,ACTUAL,,,2.3.01.01.01.33,10,19,39,1,7045101,7,1.10E+14,,,,,,,
21030510,10 PROGRAMA MEDIO AMBIENTE ,M,,,,,,,,,,,,,,,,,,,,,,,
2103051005,10.5 SUBPROGRAMA CONSERVACION DE MICROCUENCAS PROTECCION DE FUENTES Y REFORESTACION DE DICHAS CUENCAS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,10.5.1 fnr – 1150029800000 “reforestación de las zonas de recarga hídrica en las microcuencas río blanco y capote a través del establecimiento y aislamiento de bosques protectores – productores en el,D,INVERSION,27,1,C,C,,,,2.3.01.01.03.07,10,19,18,1,7045101,7,1.10E+14,C3,,,FF7,,,
210306,C6 INVERSION CON RECURSOS DE RESERVA LEY 819 DE 2003 ,M,,,,,,,,,,,,,,,,,,,,,,,
21030601,1 PROGRAMA EDUCACION ,M,,,,,,,,,,,,,,,,,,,,,,,
2103060102,1.2 SUB PROGRAMA CALIDAD EDUCATIVA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,1.2.3 PROGRAMAS DE CONSTRUCCIÓN MANTENIMIENTO Y MEJORAMIENTO DE INFRAESTRUCTURA EDUCATIVA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+13,1.2.3.7 fnr – 0020061160000 aumento de la cobertura mediante la construcción de infraestructura educativa en las ie divino niño construcción de seis (6) aulas y adecuación entrada ie josé antonio l,D,INVERSION,47,1,C,C,,,,2.3.01.01.01.49,10,37,2,1,7098,7,1.10E+14,C3,,,FF7,,,
2.10E+13,1.2.3.8 aumento de la cobertura mediante la construcción de infraestructura educativa en las ie divino niño construcción de seis (6) aulas y adecuación entrada ie josé antonio llorente mediante la c,D,INVERSION,47,1,C,C,,,,2.3.01.01.01.49,10,37,2,1,7098,7,1.10E+14,C3,,,FF7,,,
21030609,9 PROGRAMA TRANSPORTE ,M,,,,,,,,,,,,,,,,,,,,,,,
2103060903,9.3 SUB PROGRAMA REHABILITACION DE VIAS ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,9.3.1 pavimentación sector pueblo viejo,D,INVERSION,47,1,C,C,,,,2.3.01.01.01.49,10,37,39,1,70443,7,1.10E+14,C3,,,FF7,,,
210307,C7 INVERSION CON RECURSOS DEL SISTEMA GENERAL DE REGALIAS ,M,,,,,,,,,,,,,,,,,,,,,,,
21030717,17 PROGRAMA FORALECIMIENTO INSTITUCIONAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2103071702,17.2 SUBPROGRAMA CAPACITACION Y ASISTENCIA TECNICA ORIENTADOS AL DESARROLLO EFICIENTE DE LAS COMPETENCIAS DE LEY ,M,,,,,,,,,,,,,,,,,,,,,,,
2.10E+11,17.2.1. fortalecimiento de la secretaria técnica,D,INVERSION,22,1,C,C,,,,2.3.05.04,10,48,66,1,7109,7,1.10E+14,,,,,,,
22,II FONDO LOCAL DE SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
2201,2.1 REGIMEN SUBSIDIADO ,M,,,,,,,,,,,,,,,,,,,,,,,
220101,2.1.1 C1 INVERSION LIBRE CON RECURSOS DE ICLD ,M,,,,,,,,,,,,,,,,,,,,,,,
22010101,2.1.1.1 SUB PROGRAMA RÉGIMEN SUBSIDIADO ,M,,,,,,,,,,,,,,,,,,,,,,,
2201010101,2.1.1.1.1 0.2% superintendencia de salud,D,INVERSION,45,7,C,C,,,,2.3.03.02.57,10,19,15,1,70768,7,1.10E+14,C2L,,,FF3,,,
2201010102,2.1.1.1.2 auditoria en régimen subsidiado,D,INVERSION,45,7,C,C,,,,2.3.03.02.57,10,19,15,1,70768,7,1.10E+14,C2L,,,FF3,,,
220102,2.1.2 C2 INVERSION FORZOSA CON RECURSOS DEL SGP. ,M,,,,,,,,,,,,,,,,,,,,,,,
22010201,2.1.2.1 SUBPROGRAMA RÈGIMEN SUBSIDIADO ,M,,,,,,,,,,,,,,,,,,,,,,,
2201020101,2.1.2.1.1 régimen subsidiado financiado por sistema general de participaciones,D,INVERSION,6,7,C,C,,,,2.3.03.02.57,10,13,15,1,70768,7,1.10E+14,C2A,,,FF3,,,
220103,2.1.3 C3 INVERSION RECURSOS PROPIOS DE DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
22010301,2.1.3.1 SUB PROGRAMA RÉGIMEN SUBSIDIADO ,M,,,,,,,,,,,,,,,,,,,,,,,
2201030101,2.1.3.1.1 régimen subsidiado financiado con recursos de capital,D,INVERSION,47,7,C,C,,,,2.3.03.02.57,10,40,2,1,70768,7,1.10E+14,C1,,,FF1,,,
220105,2.1.5 C5 INVERSION RECURSOS DE DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
22010501,2.1.5.1 SUB PROGRAMA RÉGIMEN SUBSIDIADO ,M,,,,,,,,,,,,,,,,,,,,,,,
2201050101,2.1.5.1.1 régimen subsidiado financiado con fosyga,D,INVERSION,20,7,C,C,,,,2.3.03.02.57,10,19,15,1,70768,7,1.10E+14,C3,,,FF8,,,
2201050102,2.1.5.1.2 régimen subsidiado financiado con etesa,D,INVERSION,21,7,C,C,,,,2.3.03.02.57,10,20,15,1,70768,7,1.10E+14,C3,,,FF8,,,
2201050103,2.1.5.1.3 régimen subsidiado financiado con rentas cedidas,D,INVERSION,50,7,C,C,,,,2.3.03.02.57,10,19,15,1,70768,7,1.10E+14,C3,,,FF8,,,
2202,2.2 SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
220201,2.2.1 C2 INVERSION FORZOSA CON RECURSOS DEL SGP. ,M,,,,,,,,,,,,,,,,,,,,,,,
