Cod. Pptal,Nombre Rubro,Tipo,Tipo gasto,Cod FUT,Fuentes Rec,Uni Eje,Sit Fondos,Vigencia,Fondo Local,Cod Gastos,Cod CGR,Cod Recurso,OER,CDA,Vig. Gasto,Fin. Gasto,Uni Ejec,Ent Recip,Codigo SIA,Clase pago SIA,Banco Pagos,Fuente recursos,Sectores inversion,Cod Cabildos,Fuente Cabildos
230105010102,SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
23010501010201 ,Sgp - salud publica ,D,INVERSION,A.2.2.1.1.1,250,,C,ACTUAL,FSG.A.2.2.1.1.1,,2.3.03.02.61,10,001,011,1,7074,16,000000000000000,C3,C12,,Homologar Pgcp,,,
2301050102,RECUROS DIFERENTES A SGP DE FORZOSA INVERSION ,M,,,,,,,,,,,,,,,,,,,,,,,
230105010201,RECURSOS MUNICIPALES ,M,,,,,,,,,,,,,,,,,,,,,,,
23010501020101 ,Recursos propios ( resguardos ) act. liq 1080 ,D,INVERSION,A.2.1.1,250,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010501020102 ,Recursos propios ( regalias ) act. liq 1080 ,D,INVERSION,A.2.1.1,250,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010502,RECURSOS DE BALANCE LIBRE DESTINACION ,M,,,,,,,,,,,,,,,,,,,,,,,
2301050201,RECURSOS DE BALANCE- RECURSOS DIFERENTES AL SGP ,M,,,,,,,,,,,,,,,,,,,,,,,
230105020101,PROYECTOS DE SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
23010502010101 ,Financiacion y-o cofinanciacion de proyectos de salud ,D,INVERSION,A.2.2.9.2,110,,C,ACTUAL,FSG.A.2.4.2.10,,2.3.03.02.61,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010503,RECURSOS DE BALANCE - FORSOZA INVERSION ,M,,,,,,,,,,,,,,,,,,,,,,,
2301050301,PROYECTOS DE SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
230105030101 ,Financiacion y-o cofinanciacion de proyectos de salud ,D,INVERSION,A.2.2.9.2,110,,C,ACTUAL,FSG.A.2.4.2.10,,2.3.03.02.61,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
